               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  80,            0.022719,            0.007793,           0.0031632,             0.96479,             0.94237,             0.96445,             0.69278,            0.023453,           0.0062104,           0.0034434,            0.002179,            0.002179,            0.002179
                  81,            0.022266,           0.0074844,            0.002901,             0.95697,             0.95426,             0.96725,             0.69952,            0.023152,           0.0061164,           0.0032602,             0.00208,             0.00208,             0.00208
                  82,            0.022478,            0.007873,           0.0027403,             0.97063,             0.94919,             0.96767,             0.70123,             0.02311,           0.0061055,           0.0033261,            0.001981,            0.001981,            0.001981
                  83,            0.022015,            0.007657,           0.0029785,             0.96927,             0.94147,             0.96604,             0.70442,            0.022703,           0.0060762,           0.0033947,            0.001882,            0.001882,            0.001882
                  84,            0.022212,            0.007538,           0.0030777,             0.95723,             0.95522,             0.96813,             0.69188,            0.023339,           0.0061413,           0.0033924,            0.001783,            0.001783,            0.001783
                  85,            0.022261,           0.0076525,           0.0030529,             0.96131,             0.94879,             0.96637,             0.69603,            0.023155,            0.006088,           0.0034095,            0.001684,            0.001684,            0.001684
                  86,            0.021772,           0.0074991,           0.0030092,             0.96237,              0.9431,             0.96468,             0.69058,            0.023173,           0.0061081,           0.0033836,            0.001585,            0.001585,            0.001585
                  87,            0.021553,           0.0078205,           0.0029153,             0.95787,             0.94333,             0.96307,             0.69427,            0.023345,           0.0061531,            0.003545,            0.001486,            0.001486,            0.001486
                  88,            0.021544,           0.0075094,           0.0029689,             0.95924,             0.95604,             0.96951,             0.70526,             0.02274,           0.0060291,           0.0033992,            0.001387,            0.001387,            0.001387
                  89,            0.020926,           0.0073801,           0.0027089,             0.96094,             0.95192,             0.96718,             0.69735,            0.023062,           0.0060988,           0.0034462,            0.001288,            0.001288,            0.001288
                  90,            0.021467,            0.007537,           0.0028905,             0.96616,              0.9413,             0.96751,             0.69617,            0.023103,           0.0061315,           0.0033608,            0.001189,            0.001189,            0.001189
                  91,            0.021059,            0.007497,           0.0029052,             0.96932,             0.94115,             0.96638,             0.69183,            0.023167,            0.006101,            0.003395,             0.00109,             0.00109,             0.00109
                  92,            0.021004,           0.0076987,           0.0030748,             0.96308,             0.95188,             0.96774,             0.70184,            0.022674,           0.0060452,           0.0034295,            0.000991,            0.000991,            0.000991
                  93,            0.020953,           0.0075052,           0.0028135,             0.96502,             0.94405,             0.96441,             0.69876,            0.022739,           0.0060674,           0.0034531,            0.000892,            0.000892,            0.000892
                  94,            0.020501,           0.0073644,           0.0028029,             0.97069,             0.94398,              0.9673,             0.70193,            0.022618,           0.0060586,           0.0034285,            0.000793,            0.000793,            0.000793
                  95,            0.020619,           0.0072022,           0.0028864,             0.96709,             0.94378,             0.96563,              0.7023,            0.022759,            0.006085,           0.0033791,            0.000694,            0.000694,            0.000694
                  96,            0.020791,           0.0074116,           0.0026168,             0.95967,             0.95321,             0.96513,             0.69814,            0.022875,           0.0060964,           0.0033537,            0.000595,            0.000595,            0.000595
                  97,            0.020737,           0.0074791,           0.0027421,             0.96013,              0.9516,             0.96451,             0.69811,            0.022972,           0.0060909,           0.0033422,            0.000496,            0.000496,            0.000496
                  98,            0.020366,           0.0072272,           0.0025949,              0.9605,             0.95402,             0.96816,             0.70034,            0.022873,           0.0060599,           0.0033356,            0.000397,            0.000397,            0.000397
                  99,            0.020362,           0.0070566,           0.0027453,             0.96501,             0.94456,             0.96704,             0.70031,            0.022823,           0.0060856,             0.00338,            0.000298,            0.000298,            0.000298
