               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 118,           0.0098617,           0.0067965,           0.0013864,             0.96195,             0.95516,             0.97162,             0.86306,            0.008551,           0.0038186,            0.002027,            0.002278,            0.002278,            0.002278
                 119,           0.0097856,            0.006904,           0.0013595,             0.96017,             0.95696,             0.97111,             0.86512,           0.0085382,           0.0038285,           0.0020472,            0.002212,            0.002212,            0.002212
                 120,           0.0097664,           0.0067718,           0.0013785,             0.96122,             0.95629,             0.97115,             0.86414,           0.0085148,           0.0038224,            0.002021,            0.002146,            0.002146,            0.002146
                 121,           0.0096661,           0.0066914,           0.0014191,             0.96138,             0.95698,             0.97166,             0.86441,           0.0084758,           0.0038266,           0.0019724,             0.00208,             0.00208,             0.00208
                 122,           0.0097307,           0.0067238,           0.0013738,             0.96045,              0.9553,             0.97117,             0.86482,           0.0084866,           0.0038312,           0.0019879,            0.002014,            0.002014,            0.002014
                 123,           0.0095671,            0.006636,           0.0013294,             0.96184,             0.95229,             0.97054,             0.86426,           0.0084607,           0.0038432,           0.0019952,            0.001948,            0.001948,            0.001948
                 124,           0.0095219,           0.0067002,           0.0013603,             0.95824,             0.95675,             0.97168,             0.86592,           0.0084146,           0.0038145,           0.0019903,            0.001882,            0.001882,            0.001882
                 125,           0.0093893,           0.0065878,           0.0012911,             0.96235,             0.95235,             0.97157,             0.86553,           0.0084043,           0.0038171,           0.0019489,            0.001816,            0.001816,            0.001816
                 126,           0.0093934,           0.0066594,           0.0013903,             0.96366,             0.95054,             0.97188,             0.86555,           0.0084034,           0.0038173,           0.0019526,             0.00175,             0.00175,             0.00175
                 127,           0.0093213,           0.0066006,           0.0013093,             0.96291,             0.95173,              0.9717,             0.86521,            0.008446,           0.0038109,            0.001998,            0.001684,            0.001684,            0.001684
                 128,           0.0092072,           0.0065727,           0.0012111,             0.96709,             0.95283,             0.97247,             0.86576,           0.0084377,           0.0037888,           0.0019917,            0.001618,            0.001618,            0.001618
                 129,           0.0092134,           0.0065328,           0.0012874,             0.96411,             0.95579,             0.97279,             0.86635,           0.0084075,           0.0037724,           0.0019837,            0.001552,            0.001552,            0.001552
                 130,           0.0090501,           0.0064964,           0.0012268,             0.96636,             0.95427,             0.97283,             0.86691,           0.0083748,           0.0037556,           0.0019761,            0.001486,            0.001486,            0.001486
                 131,           0.0090216,           0.0064475,           0.0012562,             0.96673,             0.95437,              0.9725,             0.86646,           0.0083661,           0.0037414,           0.0019741,             0.00142,             0.00142,             0.00142
                 132,           0.0089085,           0.0064107,           0.0011257,             0.96734,              0.9551,             0.97235,             0.86726,           0.0083709,            0.003744,           0.0019814,            0.001354,            0.001354,            0.001354
