               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 116,            0.018906,           0.0070442,           0.0029083,             0.94822,             0.91565,             0.94745,             0.76848,            0.016263,           0.0038756,           0.0029558,             0.00241,             0.00241,             0.00241
                 117,            0.019251,           0.0071618,           0.0028929,             0.94748,             0.91545,             0.94849,             0.77045,            0.016148,           0.0038481,           0.0029105,            0.002344,            0.002344,            0.002344
                 118,            0.018948,           0.0070451,           0.0028297,             0.94448,             0.91793,             0.94894,             0.77016,            0.016242,           0.0038868,           0.0028966,            0.002278,            0.002278,            0.002278
                 119,            0.018938,           0.0071605,           0.0028201,              0.9488,             0.91467,             0.94861,              0.7695,            0.016297,           0.0038905,           0.0028805,            0.002212,            0.002212,            0.002212
                 120,            0.018879,           0.0069897,           0.0028449,              0.9416,             0.91648,              0.9487,              0.7688,            0.016262,           0.0038862,           0.0029329,            0.002146,            0.002146,            0.002146
                 121,            0.018711,           0.0069476,           0.0029648,             0.94399,             0.91603,             0.94859,             0.76798,            0.016216,           0.0038951,           0.0029176,             0.00208,             0.00208,             0.00208
                 122,            0.018714,           0.0069791,           0.0028787,              0.9411,             0.91628,             0.94811,             0.76723,            0.016189,           0.0039106,            0.002911,            0.002014,            0.002014,            0.002014
                 123,            0.018525,           0.0069021,           0.0028341,             0.94358,             0.91467,             0.94824,             0.76964,            0.016192,           0.0039268,           0.0028855,            0.001948,            0.001948,            0.001948
                 124,              0.0187,           0.0069615,           0.0028457,              0.9435,             0.91537,             0.94938,             0.77063,            0.016201,           0.0039138,           0.0028898,            0.001882,            0.001882,            0.001882
                 125,            0.018474,           0.0068449,           0.0028009,             0.94363,             0.91362,             0.94805,             0.76938,            0.016195,           0.0039267,           0.0029386,            0.001816,            0.001816,            0.001816
                 126,            0.018544,           0.0069379,           0.0028741,             0.94405,             0.91256,              0.9469,             0.76901,            0.016206,           0.0039111,           0.0029419,             0.00175,             0.00175,             0.00175
                 127,            0.018515,           0.0069268,           0.0028067,             0.94044,             0.91284,             0.94736,             0.76814,            0.016256,           0.0039052,           0.0029679,            0.001684,            0.001684,            0.001684
                 128,            0.018285,           0.0069009,           0.0027101,             0.93912,             0.91092,             0.94685,             0.76881,            0.016241,           0.0038899,           0.0029667,            0.001618,            0.001618,            0.001618
                 129,            0.018361,           0.0068385,           0.0027301,             0.93965,             0.91008,             0.94592,             0.76963,            0.016254,           0.0038957,           0.0029676,            0.001552,            0.001552,            0.001552
                 130,            0.018249,           0.0068296,           0.0027304,             0.94356,              0.9099,              0.9466,             0.76763,             0.01629,           0.0039013,           0.0029867,            0.001486,            0.001486,            0.001486
